20221110_1826267,29210,TRAN,1,0.0,0.0001,0.0,0.1531,10.9441,178.0753,100,565377
20221110_1827570,29210,BASE,7,0.001,0.001,0.0,0.6536,45.3668,12286.6121,100,1099
20221110_1829397,29210,BASE,7,0.001,0.001,0.2,0.6499,45.1797,12228.1912,100,1099
20221110_1828499,29210,TRAN,1,0.0,0.0001,0.2,0.3052,22.5371,1071.1654,100,565377
20221110_1829220,29210,TRAN,1,0.0,0.0001,0.2,0.3052,22.5371,1071.1654,100,565377
20221110_1831225,29210,BASE,7,0.001,0.001,0.4,0.6486,45.1268,12179.3422,100,1099
20221110_1833044,29210,BASE,7,0.001,0.001,0.6,0.6482,45.1003,12164.8738,100,1099
20221110_1832014,29210,TRAN,1,0.0,0.0001,0.4,0.4651,32.8627,7195.0176,100,565377
20221110_1832345,29210,TRAN,1,0.0,0.0001,0.4,0.4651,32.8627,7195.0176,100,565377
20221110_1834478,29210,BASE,7,0.001,0.0001,0.0,0.5797,41.7996,35982.4769,100,1099
20221110_1836280,29210,BASE,7,0.001,0.0001,0.2,0.6073,43.0231,50702.4731,100,1099
20221110_1835117,29210,TRAN,1,0.0,0.0001,0.6,0.6358,41.2138,40606.5059,100,565377
20221110_1835473,29210,TRAN,1,0.0,0.0001,0.6,0.6358,41.2138,40606.5059,100,565377
20221110_1838091,29210,BASE,7,0.001,0.0001,0.4,0.6266,44.0257,50678.0449,100,1099
20221110_1838218,29210,TRAN,1,0.001,0.01,0.0,0.5874,38.8937,5687.9768,100,565377
20221110_1839484,29210,BASE,7,0.001,0.0001,0.6,0.641,44.6116,59760.4707,100,1099
20221110_1838596,29210,TRAN,1,0.001,0.01,0.0,0.5874,38.8937,5687.9768,100,565377
20221110_1841267,29210,BASE,7,1e-05,0.01,0.0,0.4232,35.5251,14855.5311,100,1099
20221110_1841138,29210,TRAN,1,0.001,0.01,0.2,0.7541,45.0463,17120.971,100,565377
20221110_1843081,29210,BASE,7,1e-05,0.01,0.2,0.4232,35.5251,14855.5663,100,1099
20221110_1841532,29210,TRAN,1,0.001,0.01,0.2,0.7541,45.0463,17120.971,100,565377
20221110_1844468,29210,BASE,7,1e-05,0.01,0.4,0.4232,35.5251,14855.5738,100,1099
20221110_1844236,29210,TRAN,1,0.001,0.01,0.4,0.8346,51.0716,36498.5546,100,565377
20221110_1846273,29210,BASE,7,1e-05,0.01,0.6,0.4232,35.5251,14855.6034,100,1099
20221110_1845061,29210,TRAN,1,0.001,0.01,0.4,0.8346,51.0716,36498.5546,100,565377
20221110_1848081,29210,BASE,7,1e-05,0.001,0.0,0.6946,48.333,15119.2427,100,1099
20221110_1847326,29210,TRAN,1,0.001,0.01,0.6,0.8889,52.141,71876.8186,100,565377
20221110_1848182,29210,TRAN,1,0.001,0.01,0.6,0.8889,52.141,71876.8186,100,565377
20221110_1849507,29210,BASE,7,1e-05,0.001,0.2,0.6521,46.7438,14098.8261,100,1099
20221110_1851314,29210,BASE,7,1e-05,0.001,0.4,0.6541,45.5984,12777.1253,100,1099
20221110_1850416,29210,TRAN,1,0.001,0.001,0.0,0.4377,34.8289,3730.2019,100,565377
20221110_1851306,29210,TRAN,1,0.001,0.001,0.0,0.4377,34.8289,3730.2019,100,565377
20221110_1853136,29210,BASE,7,1e-05,0.001,0.6,0.6512,45.4493,12617.1013,100,1099
20221110_1854547,29210,BASE,7,1e-05,0.0001,0.0,0.5727,41.1916,33068.398,100,1099
20221110_1853337,29210,TRAN,1,0.001,0.001,0.2,0.6033,39.597,7472.2311,100,565377
20221110_1854248,29210,TRAN,1,0.001,0.001,0.2,0.6033,39.597,7472.2311,100,565377
20221110_1856342,29210,BASE,7,1e-05,0.0001,0.2,0.6107,42.945,77800.8966,100,1099
20221110_1856428,29210,TRAN,1,0.001,0.001,0.4,0.6647,41.9271,12985.2083,100,565377
20221110_1858202,29210,BASE,7,1e-05,0.0001,0.4,0.634,44.1969,59758.9898,100,1099
20221110_1857372,29210,TRAN,1,0.001,0.001,0.4,0.6647,41.9271,12985.2083,100,565377
20221110_1900053,29210,BASE,7,1e-05,0.0001,0.6,0.6458,44.8533,63460.3718,100,1099
20221110_1859551,29210,TRAN,1,0.001,0.001,0.6,0.7616,45.7456,29836.1041,100,565377
20221110_1900501,29210,TRAN,1,0.001,0.001,0.6,0.7616,45.7456,29836.1041,100,565377
20221110_1903055,29210,TRAN,1,0.001,0.0001,0.0,0.565,38.7277,4569.5789,100,565377
20221110_1904018,29210,TRAN,1,0.001,0.0001,0.0,0.565,38.7277,4569.5789,100,565377
20221110_1905593,29210,TRAN,1,0.001,0.0001,0.2,0.6229,41.2761,11090.3562,100,565377
20221110_1906573,29210,TRAN,1,0.001,0.0001,0.2,0.6229,41.2761,11090.3562,100,565377
20221110_1909096,29210,TRAN,1,0.001,0.0001,0.4,0.783,53.1597,193702.5274,100,565377
20221110_1910125,29210,TRAN,1,0.001,0.0001,0.4,0.783,53.1597,193702.5274,100,565377
20221110_1912189,29210,TRAN,1,0.001,0.0001,0.6,0.7517,45.5633,48813.4809,100,565377
20221110_1913354,29210,TRAN,1,0.001,0.0001,0.6,0.7517,45.5633,48813.4809,100,565377
20221110_1915322,29210,TRAN,1,1e-05,0.01,0.0,0.0908,7.5949,195.6656,100,565377
20221110_1916500,29210,TRAN,1,1e-05,0.01,0.0,0.0908,7.5949,195.6656,100,565377
20221110_1918250,29210,TRAN,1,1e-05,0.01,0.2,0.3536,25.3296,4103.9227,100,565377
20221110_1919434,29210,TRAN,1,1e-05,0.01,0.2,0.3536,25.3296,4103.9227,100,565377
20221110_1921351,29210,TRAN,1,1e-05,0.01,0.4,0.4698,28.153,6156.1146,100,565377
20221110_1922557,29210,TRAN,1,1e-05,0.01,0.4,0.4698,28.153,6156.1146,100,565377
20221110_1924448,29210,TRAN,1,1e-05,0.01,0.6,0.6571,38.5501,21100.0756,100,565377
20221110_1926099,29210,TRAN,1,1e-05,0.01,0.6,0.6571,38.5501,21100.0756,100,565377
20221110_1927546,29210,TRAN,1,1e-05,0.001,0.0,0.0929,7.5297,178.1871,100,565377
20221110_1929242,29210,TRAN,1,1e-05,0.001,0.0,0.0929,7.5297,178.1871,100,565377
20221110_1930470,29210,TRAN,1,1e-05,0.001,0.2,0.2168,15.5458,550.3584,100,565377
20221110_1932184,29210,TRAN,1,1e-05,0.001,0.2,0.2168,15.5458,550.3584,100,565377
20221110_1933579,29210,TRAN,1,1e-05,0.001,0.4,0.3412,22.4153,1924.0441,100,565377
20221110_1935315,29210,TRAN,1,1e-05,0.001,0.4,0.3412,22.4153,1924.0441,100,565377
20221110_1937078,29210,TRAN,1,1e-05,0.001,0.6,0.464,30.0111,5479.7212,100,565377
20221110_1938444,29210,TRAN,1,1e-05,0.001,0.6,0.464,30.0111,5479.7212,100,565377
20221110_1940189,29210,TRAN,1,1e-05,0.0001,0.0,0.1857,12.4778,214.319,100,565377
20221110_1941585,29210,TRAN,1,1e-05,0.0001,0.0,0.1857,12.4778,214.319,100,565377
20221110_1943130,29210,TRAN,1,1e-05,0.0001,0.2,0.334,24.4711,1336.3704,100,565377
20221110_1944546,29210,TRAN,1,1e-05,0.0001,0.2,0.334,24.4711,1336.3704,100,565377
20221110_1946250,29210,TRAN,1,1e-05,0.0001,0.4,0.4969,35.2166,7585.3368,100,565377
20221110_1948085,29210,TRAN,1,1e-05,0.0001,0.4,0.4969,35.2166,7585.3368,100,565377
20221110_1949360,29210,TRAN,1,1e-05,0.0001,0.6,0.5969,39.0502,29570.116,100,565377
20221110_1951215,29210,TRAN,1,1e-05,0.0001,0.6,0.5969,39.0502,29570.116,100,565377
20221110_1952459,29210,TRAN,2,0.0,0.01,0.0,0.8957,51.9133,82563.3932,100,846529
20221110_1954378,29210,TRAN,2,0.0,0.01,0.0,0.8957,51.9133,82563.3932,100,846529
20221110_1957102,29210,TRAN,2,0.0,0.01,0.2,0.8957,51.9139,82587.1151,100,846529
20221110_1959054,29210,TRAN,2,0.0,0.01,0.2,0.8957,51.9139,82587.1151,100,846529
20221110_2002128,29210,TRAN,2,0.0,0.01,0.4,0.8957,51.9133,82563.6843,100,846529
20221110_2004101,29210,TRAN,2,0.0,0.01,0.4,0.8957,51.9133,82563.6843,100,846529
20221110_2007127,29210,TRAN,2,0.0,0.01,0.6,0.8957,51.9127,82559.0753,100,846529
20221110_2009129,29210,TRAN,2,0.0,0.01,0.6,0.8957,51.9127,82559.0753,100,846529
20221110_2012119,29210,TRAN,2,0.0,0.001,0.0,0.0976,8.4038,256.7641,100,846529
20221110_2014159,29210,TRAN,2,0.0,0.001,0.0,0.0976,8.4038,256.7641,100,846529
20221110_2016360,29210,TRAN,2,0.0,0.001,0.2,0.1746,12.1671,321.5948,100,846529
20221110_2018420,29210,TRAN,2,0.0,0.001,0.2,0.1746,12.1671,321.5948,100,846529
20221110_2021359,29210,TRAN,2,0.0,0.001,0.4,0.2762,18.308,1081.7062,100,846529
20221110_2023435,29210,TRAN,2,0.0,0.001,0.4,0.2762,18.308,1081.7062,100,846529
20221110_2026350,29210,TRAN,2,0.0,0.001,0.6,0.4042,26.0837,4353.4157,100,846529
20221110_2028446,29210,TRAN,2,0.0,0.001,0.6,0.4042,26.0837,4353.4157,100,846529
20221110_2031349,29210,TRAN,2,0.0,0.0001,0.0,0.1434,9.5567,212.4693,100,846529
20221110_2033444,29210,TRAN,2,0.0,0.0001,0.0,0.1434,9.5567,212.4693,100,846529
20221110_2035597,29210,TRAN,2,0.0,0.0001,0.2,0.2797,20.332,834.3579,100,846529
20221110_2038108,29210,TRAN,2,0.0,0.0001,0.2,0.2797,20.332,834.3579,100,846529
20221110_2040593,29210,TRAN,2,0.0,0.0001,0.4,0.5397,39.2202,11630.7593,100,846529
20221110_2043134,29210,TRAN,2,0.0,0.0001,0.4,0.5397,39.2202,11630.7593,100,846529
20221110_2045590,29210,TRAN,2,0.0,0.0001,0.6,0.6468,42.8014,36651.8847,100,846529
20221110_2048157,29210,TRAN,2,0.0,0.0001,0.6,0.6468,42.8014,36651.8847,100,846529
20221110_2051002,29210,TRAN,2,0.001,0.01,0.0,0.6291,40.6378,7066.0154,100,846529
20221110_2053183,29210,TRAN,2,0.001,0.01,0.0,0.6291,40.6378,7066.0154,100,846529
20221110_2055246,29210,TRAN,2,0.001,0.01,0.2,0.855,50.723,44215.9289,100,846529
20221110_2057453,29210,TRAN,2,0.001,0.01,0.2,0.855,50.723,44215.9289,100,846529
20221110_2100255,29210,TRAN,2,0.001,0.01,0.4,0.9452,55.0942,85860.4068,100,846529
20221110_2102476,29210,TRAN,2,0.001,0.01,0.4,0.9452,55.0942,85860.4068,100,846529
20221110_2105268,29210,TRAN,2,0.001,0.01,0.6,0.9109,53.007,81499.1827,100,846529
20221110_2107492,29210,TRAN,2,0.001,0.01,0.6,0.9109,53.007,81499.1827,100,846529
20221110_2110266,29210,TRAN,2,0.001,0.001,0.0,0.4266,34.8316,3973.276,100,846529
20221110_2112511,29210,TRAN,2,0.001,0.001,0.0,0.4266,34.8316,3973.276,100,846529
20221110_2114521,29210,TRAN,2,0.001,0.001,0.2,0.6258,40.6123,9750.0781,100,846529
20221110_2117174,29210,TRAN,2,0.001,0.001,0.2,0.6258,40.6123,9750.0781,100,846529
20221110_2119547,29210,TRAN,2,0.001,0.001,0.4,0.7356,45.5467,19934.6367,100,846529
20221110_2122202,29210,TRAN,2,0.001,0.001,0.4,0.7356,45.5467,19934.6367,100,846529
20221110_2124553,29210,TRAN,2,0.001,0.001,0.6,0.7532,44.7437,19809.091,100,846529
20221110_2127249,29210,TRAN,2,0.001,0.001,0.6,0.7532,44.7437,19809.091,100,846529
20221110_2129556,29210,TRAN,2,0.001,0.0001,0.0,0.5783,39.2184,4722.0618,100,846529
20221110_2132272,29210,TRAN,2,0.001,0.0001,0.0,0.5783,39.2184,4722.0618,100,846529
20221110_2134216,29210,TRAN,2,0.001,0.0001,0.2,0.6514,42.417,12560.2047,100,846529
20221110_2136557,29210,TRAN,2,0.001,0.0001,0.2,0.6514,42.417,12560.2047,100,846529
20221110_2139237,29210,TRAN,2,0.001,0.0001,0.4,0.8701,57.7051,405875.4493,100,846529
20221110_2142004,29210,TRAN,2,0.001,0.0001,0.4,0.8701,57.7051,405875.4493,100,846529
20221110_2144244,29210,TRAN,2,0.001,0.0001,0.6,0.7449,45.389,31860.8122,100,846529
20221110_2147037,29210,TRAN,2,0.001,0.0001,0.6,0.7449,45.389,31860.8122,100,846529
20221110_2149277,29210,TRAN,2,1e-05,0.01,0.0,0.7266,47.8341,10530.7468,100,846529
20221110_2152073,29210,TRAN,2,1e-05,0.01,0.0,0.7266,47.8341,10530.7468,100,846529
20221110_2153513,29210,TRAN,2,1e-05,0.01,0.2,0.3238,20.895,1987.8838,100,846529
20221110_2156331,29210,TRAN,2,1e-05,0.01,0.2,0.3238,20.895,1987.8838,100,846529
20221110_2158524,29210,TRAN,2,1e-05,0.01,0.4,0.4878,32.0172,16951.7478,100,846529
20221110_2201356,29210,TRAN,2,1e-05,0.01,0.4,0.4878,32.0172,16951.7478,100,846529
20221110_2203541,29210,TRAN,2,1e-05,0.01,0.6,0.5402,32.2561,7913.0586,100,846529
20221110_2206387,29210,TRAN,2,1e-05,0.01,0.6,0.5402,32.2561,7913.0586,100,846529
20221110_2208544,29210,TRAN,2,1e-05,0.001,0.0,0.1122,7.5728,147.41,100,846529
20221110_2211419,29210,TRAN,2,1e-05,0.001,0.0,0.1122,7.5728,147.41,100,846529
20221110_2213193,29210,TRAN,2,1e-05,0.001,0.2,0.2032,14.3593,510.1082,100,846529
20221110_2216085,29210,TRAN,2,1e-05,0.001,0.2,0.2032,14.3593,510.1082,100,846529
20221110_2218190,29210,TRAN,2,1e-05,0.001,0.4,0.3053,20.0378,1690.0873,100,846529
20221110_2221083,29210,TRAN,2,1e-05,0.001,0.4,0.3053,20.0378,1690.0873,100,846529
20221110_2223196,29210,TRAN,2,1e-05,0.001,0.6,0.3758,24.6621,4239.0363,100,846529
20221110_2226081,29210,TRAN,2,1e-05,0.001,0.6,0.3758,24.6621,4239.0363,100,846529
20221110_2228195,29210,TRAN,2,1e-05,0.0001,0.0,0.1563,10.1916,235.0576,100,846529
20221110_2231080,29210,TRAN,2,1e-05,0.0001,0.0,0.1563,10.1916,235.0576,100,846529
20221110_2232450,29210,TRAN,2,1e-05,0.0001,0.2,0.2969,22.8004,934.3627,100,846529
20221110_2235318,29210,TRAN,2,1e-05,0.0001,0.2,0.2969,22.8004,934.3627,100,846529
20221110_2237464,29210,TRAN,2,1e-05,0.0001,0.4,0.5573,40.0882,11965.1743,100,846529
20221110_2240320,29210,TRAN,2,1e-05,0.0001,0.4,0.5573,40.0882,11965.1743,100,846529
20221110_2242480,29210,TRAN,2,1e-05,0.0001,0.6,0.6466,42.7243,33793.9181,100,846529
20221110_2245317,29210,TRAN,2,1e-05,0.0001,0.6,0.6466,42.7243,33793.9181,100,846529
20221110_2247497,29210,TRAN,4,0.0,0.01,0.0,0.8964,51.9619,82704.0178,100,1408833
20221110_2250336,29210,TRAN,4,0.0,0.01,0.0,0.8964,51.9619,82704.0178,100,1408833
20221110_2255227,29210,TRAN,4,0.0,0.01,0.2,0.8957,51.9128,82560.8322,100,1408833
20221110_2258058,29210,TRAN,4,0.0,0.01,0.2,0.8957,51.9128,82560.8322,100,1408833
20221110_2304057,29210,TRAN,4,0.0,0.01,0.4,0.8957,51.9161,82617.9526,100,1408833
20221110_2306508,29210,TRAN,4,0.0,0.01,0.4,0.8957,51.9161,82617.9526,100,1408833
20221110_2312493,29210,TRAN,4,0.0,0.01,0.6,0.8957,51.9126,82559.701,100,1408833
20221110_2315344,29210,TRAN,4,0.0,0.01,0.6,0.8957,51.9126,82559.701,100,1408833
20221110_2321334,29210,TRAN,4,0.0,0.001,0.0,0.0787,6.862,179.7186,100,1408833
20221110_2324176,29210,TRAN,4,0.0,0.001,0.0,0.0787,6.862,179.7186,100,1408833
20221110_2329034,29210,TRAN,4,0.0,0.001,0.2,0.2033,13.0456,461.4516,100,1408833
20221110_2331476,29210,TRAN,4,0.0,0.001,0.2,0.2033,13.0456,461.4516,100,1408833
20221110_2337480,29210,TRAN,4,0.0,0.001,0.4,0.2422,18.102,1266.7794,100,1408833
20221110_2340297,29210,TRAN,4,0.0,0.001,0.4,0.2422,18.102,1266.7794,100,1408833
20221110_2346312,29210,TRAN,4,0.0,0.001,0.6,0.8948,51.8824,83860.9797,100,1408833
20221110_2349112,29210,TRAN,4,0.0,0.001,0.6,0.8948,51.8824,83860.9797,100,1408833
20221110_2355127,29210,TRAN,4,0.0,0.0001,0.0,0.1282,7.8826,174.6042,100,1408833
20221110_2357538,29210,TRAN,4,0.0,0.0001,0.0,0.1282,7.8826,174.6042,100,1408833
20221111_0002451,29210,TRAN,4,0.0,0.0001,0.2,0.2763,20.0152,1115.5384,100,1408833
20221111_0005243,29210,TRAN,4,0.0,0.0001,0.2,0.2763,20.0152,1115.5384,100,1408833
20221111_0011280,29210,TRAN,4,0.0,0.0001,0.4,0.4192,31.3262,8335.1846,100,1408833
20221111_0014077,29210,TRAN,4,0.0,0.0001,0.4,0.4192,31.3262,8335.1846,100,1408833
20221111_0020108,29210,TRAN,4,0.0,0.0001,0.6,0.5598,36.99,40577.3136,100,1408833
20221111_0022498,29210,TRAN,4,0.0,0.0001,0.6,0.5598,36.99,40577.3136,100,1408833
20221111_0028527,29210,TRAN,4,0.001,0.01,0.0,0.8691,50.6229,80925.147,100,1408833
20221111_0031325,29210,TRAN,4,0.001,0.01,0.0,0.8691,50.6229,80925.147,100,1408833
20221111_0036232,29210,TRAN,4,0.001,0.01,0.2,0.8948,51.8837,82479.9583,100,1408833
20221111_0039050,29210,TRAN,4,0.001,0.01,0.2,0.8948,51.8837,82479.9583,100,1408833
20221111_0045229,29210,TRAN,4,0.001,0.01,0.4,0.8948,51.8811,82472.706,100,1408833
20221111_0047501,29210,TRAN,4,0.001,0.01,0.4,0.8948,51.8811,82472.706,100,1408833
20221111_0054089,29210,TRAN,4,0.001,0.01,0.6,0.8948,51.8811,82472.7221,100,1408833
20221111_0056339,29210,TRAN,4,0.001,0.01,0.6,0.8948,51.8811,82472.7221,100,1408833
20221111_0102543,29210,TRAN,4,0.001,0.001,0.0,0.5041,36.03,3906.9358,100,1408833
20221111_0105191,29210,TRAN,4,0.001,0.001,0.0,0.5041,36.03,3906.9358,100,1408833
20221111_0110260,29210,TRAN,4,0.001,0.001,0.2,0.6576,41.5029,17865.4856,100,1408833
20221111_0112514,29210,TRAN,4,0.001,0.001,0.2,0.6576,41.5029,17865.4856,100,1408833
20221111_0119123,29210,TRAN,4,0.001,0.001,0.4,0.6859,42.534,19799.2204,100,1408833
20221111_0121355,29210,TRAN,4,0.001,0.001,0.4,0.6859,42.534,19799.2204,100,1408833
20221111_0127577,29210,TRAN,4,0.001,0.001,0.6,0.7402,44.004,19719.6974,100,1408833
20221111_0130194,29210,TRAN,4,0.001,0.001,0.6,0.7402,44.004,19719.6974,100,1408833
20221111_0136411,29210,TRAN,4,0.001,0.0001,0.0,0.603,40.8471,5120.6927,100,1408833
20221111_0139024,29210,TRAN,4,0.001,0.0001,0.0,0.603,40.8471,5120.6927,100,1408833
20221111_0144164,29210,TRAN,4,0.001,0.0001,0.2,0.6217,42.0161,19380.6134,100,1408833
20221111_0146364,29210,TRAN,4,0.001,0.0001,0.2,0.6217,42.0161,19380.6134,100,1408833
20221111_0153011,29210,TRAN,4,0.001,0.0001,0.4,0.8323,56.8642,341635.2373,100,1408833
20221111_0155218,29210,TRAN,4,0.001,0.0001,0.4,0.8323,56.8642,341635.2373,100,1408833
20221111_0201432,29210,TRAN,4,0.001,0.0001,0.6,0.8233,56.3754,1217649.8288,100,1408833
20221111_0204052,29210,TRAN,4,0.001,0.0001,0.6,0.8233,56.3754,1217649.8288,100,1408833
20221111_0210274,29210,TRAN,4,1e-05,0.01,0.0,0.8964,51.9607,82700.8914,100,1408833
20221111_0212481,29210,TRAN,4,1e-05,0.01,0.0,0.8964,51.9607,82700.8914,100,1408833
20221111_0218007,29210,TRAN,4,1e-05,0.01,0.2,0.3479,23.2643,3866.3134,100,1408833
20221111_0220210,29210,TRAN,4,1e-05,0.01,0.2,0.3479,23.2643,3866.3134,100,1408833
20221111_0226453,29210,TRAN,4,1e-05,0.01,0.4,0.4814,32.626,13091.0051,100,1408833
20221111_0229038,29210,TRAN,4,1e-05,0.01,0.4,0.4814,32.626,13091.0051,100,1408833
20221111_0235281,29210,TRAN,4,1e-05,0.01,0.6,0.8013,48.0793,45766.332,100,1408833
20221111_0237462,29210,TRAN,4,1e-05,0.01,0.6,0.8013,48.0793,45766.332,100,1408833
20221111_0244111,29210,TRAN,4,1e-05,0.001,0.0,0.0978,8.0518,231.0201,100,1408833
20221111_0246301,29210,TRAN,4,1e-05,0.001,0.0,0.0978,8.0518,231.0201,100,1408833
20221111_0251425,29210,TRAN,4,1e-05,0.001,0.2,0.1889,13.9373,459.6183,100,1408833
20221111_0254019,29210,TRAN,4,1e-05,0.001,0.2,0.1889,13.9373,459.6183,100,1408833
20221111_0300249,29210,TRAN,4,1e-05,0.001,0.4,0.265,19.403,1606.001,100,1408833
20221111_0302462,29210,TRAN,4,1e-05,0.001,0.4,0.265,19.403,1606.001,100,1408833
20221111_0309098,29210,TRAN,4,1e-05,0.001,0.6,0.3908,24.7249,2932.2791,100,1408833
20221111_0311316,29210,TRAN,4,1e-05,0.001,0.6,0.3908,24.7249,2932.2791,100,1408833
20221111_0317534,29210,TRAN,4,1e-05,0.0001,0.0,0.1518,9.1583,254.8819,100,1408833
20221111_0320152,29210,TRAN,4,1e-05,0.0001,0.0,0.1518,9.1583,254.8819,100,1408833
20221111_0325256,29210,TRAN,4,1e-05,0.0001,0.2,0.2751,19.6334,1088.9414,100,1408833
20221111_0327470,29210,TRAN,4,1e-05,0.0001,0.2,0.2751,19.6334,1088.9414,100,1408833
20221111_0334092,29210,TRAN,4,1e-05,0.0001,0.4,0.4177,31.244,6677.2863,100,1408833
20221111_0336298,29210,TRAN,4,1e-05,0.0001,0.4,0.4177,31.244,6677.2863,100,1408833
20221111_0342535,29210,TRAN,4,1e-05,0.0001,0.6,0.5561,37.1119,39808.7182,100,1408833
20221111_0345134,29210,TRAN,4,1e-05,0.0001,0.6,0.5561,37.1119,39808.7182,100,1408833
20221111_0934577,29210,LSTM,1,0.0,0.01,0.0,0.454,34.4884,22542.8034,100,36353
20221111_0936382,29210,LSTM,1,0.0,0.01,0.2,0.4121,29.0112,6199.1573,100,36353
20221111_0938171,29210,LSTM,1,0.0,0.01,0.4,0.3807,29.5419,6529.5219,100,36353
20221111_0939573,29210,LSTM,1,0.0,0.01,0.6,0.5057,34.4171,19483.3803,100,36353
20221111_0941369,29210,LSTM,1,0.0,0.001,0.0,0.2559,23.715,11449.2216,100,36353
20221111_0943160,29210,LSTM,1,0.0,0.001,0.2,0.3006,26.753,12135.8181,100,36353
20221111_0944549,29210,LSTM,1,0.0,0.001,0.4,0.3326,27.3661,9853.5883,100,36353
20221111_0946339,29210,LSTM,1,0.0,0.001,0.6,0.403,30.3403,31358.9548,100,36353
20221111_0948131,29210,LSTM,1,0.0,0.0001,0.0,0.4613,34.1216,6028.9989,100,36353
20221111_0949529,29210,LSTM,1,0.0,0.0001,0.2,0.4584,38.0392,33022.9197,100,36353
20221111_0951356,29210,LSTM,1,0.0,0.0001,0.4,0.4367,37.6211,72633.1842,100,36353
20221111_0953153,29210,LSTM,1,0.0,0.0001,0.6,0.4611,38.1474,379551.5089,100,36353
20221111_0954557,29210,LSTM,1,0.001,0.01,0.0,0.896,52.3096,45206.1187,100,36353
20221111_0956353,29210,LSTM,1,0.001,0.01,0.2,0.9091,53.0871,85847.7134,100,36353
20221111_0958151,29210,LSTM,1,0.001,0.01,0.4,0.8917,51.7262,82038.1307,100,36353
20221111_0959545,29210,LSTM,1,0.001,0.01,0.6,0.8934,51.8174,82467.0867,100,36353
20221111_1001339,29210,LSTM,1,0.001,0.001,0.0,0.5098,37.2482,11766.2799,100,36353
20221111_1003148,29210,LSTM,1,0.001,0.001,0.2,0.525,38.8384,19244.0392,100,36353
20221111_1004541,29210,LSTM,1,0.001,0.001,0.4,0.5762,40.022,27400.633,100,36353
20221111_1006343,29210,LSTM,1,0.001,0.001,0.6,0.6136,40.5789,37906.9978,100,36353
20221111_1008138,29210,LSTM,1,0.001,0.0001,0.0,0.5456,39.5066,10266.9272,100,36353
